Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
01/17/2016,Ogden,Ogden Canyon,Natural,,,20,,North,,"41.239429404802, -111.903987575450",,,,,,
01/16/2016,Salt Lake,Lookout Peak,Unknown,Facets,2',125,350,North,8700,"40.836346536126, -111.728596746390",1,1,1,,,
01/16/2016,Salt Lake,Meadows,Skier,Depth Hoar,"15""",45,150,East,9500,,,,,,,
01/16/2016,Salt Lake,Lookout Peak,Skier,Ground Interface,"20""",100,250,North,8500,"40.836280572748, -111.726794287560",1,1,1,,,
01/16/2016,Ogden,Cutler Ridge,Skier,New Snow,"12""",70,30,Northeast,8200,"41.367726325247, -111.950275985780",,,,,,
01/16/2016,Salt Lake,Depth Hoar Bowl,Natural,New Snow/Old Snow Interface,"12""",30,1500,East,9800,,,,,,,
01/16/2016,Logan,White Pine Knob,Snowboarder,New Snow,2',200,350,Southeast,8800,"41.920448100390, -111.628818599800",,,,,,
01/15/2016,Salt Lake,Two Dogs,Skier,Depth Hoar,"18""",40,150,North,10200,"40.599779725418, -111.642980613080",1,,,,,
01/13/2016,Salt Lake,Maybird Gulch,Natural,New Snow,"10""",40,150,East,10000,"40.539754063318, -111.706323675530",,,,,,
01/13/2016,Salt Lake,Cardiac Bowl,Natural,,,,,,10800,"40.592752311135, -111.666240736830",,,,,,
01-12-16,Salt Lake,Emma Ridges,Natural,,"6""",50,,South,9500,,,,,,,
01-11-16,Logan,Bear River Range,,,,,,,,,,,,,,
01-11-16,Salt Lake,Dry Fork of AF,Skier,Facets,"14""",100,80,South,10500,"40.563861478778, -111.605279511920",,,,,,
01-11-16,Salt Lake,Wolverine,Skier,New Snow/Old Snow Interface,unknown,150,350,Southwest,10400,"40.583647462434, -111.610322072030",,,,,,
01-10-16,Salt Lake,Two Dogs,Skier,Facets,"13""",,,Northeast,10200,"40.600125647922, -111.643015075800",,,,,,
01-10-16,Salt Lake,Upper Days,Skier,,,200,300,North,9700,,,,,,,
01-10-16,Salt Lake,Red Baldy,,,,,,,,,,,,,,
01-10-16,Salt Lake,Days Fork,Skier,New Snow/Old Snow Interface,"1""",40,Unknown,Northwest,9800,"40.608259368320, -111.629912976990",1,1,,,,
01-10-16,Salt Lake,Crow Chute,Skier,,"10""",20,600,East,10000,"40.627821975830, -111.664438299560",,,,,,
01-09-16,Salt Lake,Argenta,Snowboarder,New Snow,"12""",30,200,North,10000,"40.625636081355, -111.670477963710",1,1,,,,
01-09-16,Salt Lake,Holy Toledo,Skier,Facets,"12""",40,300,West,9500,"40.599055709659, -111.648495335400",,,,,,
01-08-16,Provo,Timpanogos,Unknown,,,,,Southwest,10500,"40.380976472461, -111.643624328870",,,,,,
01-08-16,Salt Lake,Toledo Bowl,Natural,New Snow/Old Snow Interface,"10""",Unknown,Unknown,Southeast,10200,"40.598034400976, -111.647572562090",,,,,,
01-08-16,Uintas,Weber Canyon,Skier,Facets,"14""",30,100,Northwest,10500,,,,,,,
01-08-16,Salt Lake,Stupid Chute,Natural,Facets,"20""",60,150,North,9800,"40.588878868004, -111.601138224290",,,,,,
01-07-16,Salt Lake,Superior,Skier,New Snow,"6""",50,2000,Southeast,10800,,,,,,,
01-07-16,Salt Lake,Meadows,Skier,Facets,2.5',50,300,Northeast,9300,"40.614799025335, -111.626780128100",1,,,,,
01-07-16,Salt Lake,Little Superior,Skier,Facets,"12""",50,200,Northeast,9800,"40.595543692081, -111.661992139320",,,,,,
01-02-16,Salt Lake,Murdock Pk,Skier,,8',200,Unknown,North,9300,"40.694195371665, -111.603241155210",,,,,,
01-01-16,Salt Lake,Cardiac Ridge,,,,,,,,,,,,,,
01-01-16,Provo,Provo Canyon,,,,,,,,,,,,,,
01-01-16,Logan,Millville Peak,Skier,Facets,"12""",50,Unknown,North,Unknown,,,,,,,
01-01-16,Salt Lake,East Bowl,Unknown,,,500,1000,West,10000,"40.601375350272, -111.617403096650",,,,,,
01-01-16,Provo,Shot Gun Chute,Skier,Facets,"18""",40,200,North,10300,"40.497669131631, -111.696174196620",1,1,1,,,
01-01-16,Salt Lake,Mineral Fork,Skier,Surface Hoar,"5""",50,200,Northwest,9000,"40.612551151550, -111.676690659080",1,,,,,
01-01-16,Salt Lake,Honeycomb,Skier,,,500,500,West,10000,"40.601571870551, -111.615686482870",,,,,,
01-01-16,Provo,Dry Creek,Skier,Facets,2',35,200,Southwest,8700,,4,1,1,,,
01-01-16,Logan,Central Wood Camp Bowls,Natural,,"12""",80,300,Southwest,8200,"41.817886904984, -111.681046509040",,,,,,
01-01-16,Salt Lake,Cardiac Bowl,Skier,New Snow,"6""",,20,North,9600,"40.605513343611, -111.657400183110",,,,,,
01-01-16,Provo,Provo Canyon,,,,,,North,,"40.331389782749, -111.648328962980",,,,,,
01-01-16,Salt Lake,Salt Lake,Natural,,,,,,10800,,,,,,,
01-01-16,Salt Lake,Cardiac Bowl,,,,,,,,"40.602404978209, -111.649513270670",,,,,,
01-01-16,Salt Lake,Cardiff Fork,,,,,,,,,,,,,,
01-01-16,Salt Lake,Little Water,Unknown,Depth Hoar,3',250,Unknown,Northeast,9400,"40.671937632748, -111.627445578680",,,,,,
12/31/2015,Logan,White Pine Knob,Unknown,,unknown,Unknown,Unknown,North,8600,"41.922709213324, -111.626415283020",,,,,,
12/31/2015,SE Idaho,Camelback Ridge,Snowmobiler,Facets,2',1/4 mile,Unknown,East,9000,"42.064941716733, -111.587791473200",,,,,,
12/31/2015,SE Idaho,"Middle Fork, St. Charles Canyon",Snowmobiler,Facets,2',450,500,East,9200,"42.089645133131, -111.575989746360",2,1,1,,1,
12/29/2015,Provo,Mt Nebo,,,,,,North,,,,,,,,
12/28/2015,Uintas,Upper Weber Canyon,Unknown,Depth Hoar,3',,,Northeast,10400,,,,,,,
12/26/2015,Uintas,Double Hill,Snowmobiler,Facets,7',200,500,East,10000,"40.830793116474, -110.960111691520",,,,,,
12/26/2015,Moab,Dory Canyon,Natural,Facets,2.5',100,400,North,10900,"38.461637334514, -109.274740299860",,,,,,
12/26/2015,Moab,Gold Basin,Natural,Ground Interface,6',200,1000,East,11800,"38.447843743648, -109.264249854340",,,,,,
12/26/2015,Moab,Gold Basin,Natural,New Snow/Old Snow Interface,3',300,900,,11600,"38.449761606031, -109.263200820520",,,,,,
12/26/2015,Moab,Gold Basin,Natural,Facets,3',150,900,North,11200,"38.452353183754, -109.265174890420",,,,,,
12/26/2015,Moab,Upper Horse Creek,Natural,New Snow/Old Snow Interface,2.5',70,400,West,,"38.458992373455, -109.238224090170",,,,,,
12/26/2015,Moab,Mt. Haystack,Natural,New Snow/Old Snow Interface,2.5',80,350,Southeast,11300,"38.496883736160, -109.244175020720",,,,,,
12/26/2015,Uintas,Mill Hollow,Snowmobiler,,2',200,300,West,9600,"40.468573372342, -111.146410004180",,,,,,
12/26/2015,Moab,Mt. Tomasaki,Natural,New Snow/Old Snow Interface,2.5',60,350,Southwest,11800,"38.500837124349, -109.207668350690",,,,,,
12/26/2015,Salt Lake,Rocky Point,Skier,Facets,5',175,300,East,10400,,,,,,,
12/25/2015,Skyline,South Fork North Creek,Natural,Facets,,3/4 mile,,North,10000,"39.551942306861, -111.316995658250",,,,,,
12/25/2015,Salt Lake,Argenta,Unknown,Facets,3.5',250,400,North,9800,,,,,,,
12/25/2015,Skyline,BBQ Bowl,Natural,Facets,,3/4 mile,1000,Northeast,10100,"39.509588959553, -111.319141432650",,,,,,
12/25/2015,Skyline,North Fork Coal Fork,Natural,Facets,,,,Northeast,10200,"39.488329110222, -111.334590956570",,,,,,
12/25/2015,Salt Lake,Mineral Fork,Natural,Facets,3.5',,,Northeast,10000,,,,,,,
12/24/2015,Uintas,Uintas,Snowmobiler,Facets,4.5',350,200,Northeast,9600,"40.394639398880, -111.183807901780",,,,,,
12/24/2015,Logan,Three Terraces,Unknown,Facets,4',800,700,East,9500,"41.702257697929, -111.710743948810",,,,,,
12/24/2015,Logan,Providence Peak,Unknown,Facets,3',1000,600,Northeast,9500,"41.705689514939, -111.712331823730",,,,,,
12/24/2015,Salt Lake,Alta Ski Area,Explosive,,,,1250,Northeast,9500,,,,,,,
12/24/2015,Salt Lake,Little Water,Natural,Facets,2.5',150,Unknown,Northeast,9600,"40.672208372537, -111.626029066480",,,,,,
12/24/2015,Salt Lake,Little Water,Natural,,unknown,Unknown,Unknown,North,8900,"40.673803284413, -111.621437153370",,,,,,
12/24/2015,Salt Lake,Silver Fork,Natural,,,,,Northeast,,,,,,,,
12/24/2015,Uintas,Tower Mountain,Snowmobiler,Ground Interface,unknown,200,100,East,10100,"40.384219349678, -111.174387976560",,,,,,
12/24/2015,Logan,DB Bowl Area,Natural,Facets,3',800,1500,Northwest,8700,"41.709943594985, -111.748638190590",,,,,,
12/23/2015,Salt Lake,Dougs Drop,Natural,Facets,3',300,Unknown,East,9600,,,,,,,
12/23/2015,Provo,Snake Creek,Natural,Facets,unknown,125,250,Northeast,Unknown,"40.582334954167, -111.577972598110",,,,,,
12/23/2015,Salt Lake,10420,Natural,Depth Hoar,4',1000,800,Northeast,,,,,,,,
12/23/2015,Salt Lake,Scotts Peak,Natural,Facets,4',60,600,North,9900,,,,,,,
12/23/2015,Provo,Sunset,Natural,Facets,unknown,Unknown,Unknown,Northeast,Unknown,,,,,,,
12/23/2015,Salt Lake,Mineral Fork,,,,,,,,"40.608609319042, -111.668901524120",,,,,,
12/23/2015,Salt Lake,Wilson Glade,Unknown,Facets,2.5',500,400,North,9900,"40.674193831230, -111.670961417520",,,,,,
12/23/2015,Salt Lake,No Name Bowl,Natural,Facets,3',250,600,Northeast,9600,,,,,,,
12/23/2015,Salt Lake,No Name Bowl,Natural,Facets,2',600,800,Northeast,9600,,,,,,,
12/23/2015,Provo,Ant Knolls,Natural,,4',1/4 mile,700,,,"40.555286067249, -111.574101478390",,,,,,
12/23/2015,Salt Lake,West Monitor,Natural,Facets,unknown,800,800,Northeast,10000,,,,,,,
12/23/2015,Salt Lake,Murdock Peak,Natural,,,,,Northeast,9400,"40.693979722490, -111.604485592410",,,,,,
12/23/2015,Salt Lake,South Monitor Bowl,Natural,Facets,unknown,Unknown,Unknown,North,9800,,,,,,,
12/23/2015,Moab,Upper Horse Creek,Natural,Facets,3',500,1000,,11400,"38.461195334498, -109.248738349510",,,,,,
12/23/2015,Salt Lake,Rhino,Natural,Facets,unknown,Unknown,Unknown,,9500,,,,,,,
12/23/2015,Skyline,Lake Canyon,Natural,Facets,,,,Northeast,10000,"39.571351924716, -111.285409979260",,,,,,
12/23/2015,Salt Lake,Brighton Perimeter,Natural,Depth Hoar,unknown,Unknown,Unknown,Northeast,Unknown,,,,,,,
12/23/2015,Uintas,Co-op Creek,,Ground Interface,3',200,Unknown,Northeast,,,,,,,,
12/23/2015,Salt Lake,Powder Park,Natural,Depth Hoar,7',100,200,North,9400,"40.664387224681, -111.613508529170",,,,,,
12/23/2015,Salt Lake,Big West,Natural,,4',80,1000,Northwest,9800,"40.603168449026, -111.709070271950",,,,,,
12/23/2015,Salt Lake,Tuscarora,Natural,Depth Hoar,unknown,Unknown,Unknown,Northeast,Unknown,,,,,,,
12/23/2015,Salt Lake,Stairs Gulch,Natural,,3',100,2500,Northeast,10000,"40.602728568256, -111.730356268320",,,,,,
12/23/2015,Salt Lake,Wolverine Peak,Natural,Depth Hoar,unknown,Unknown,Unknown,Northeast,Unknown,,,,,,,
12/23/2015,Provo,Cascade Ridge,Natural,,,,5000,West,11000,,,,,,,
12/23/2015,Salt Lake,Wolverine Cirque,Natural,Facets,3',200,300,Northeast,10400,,,,,,,
12/23/2015,Salt Lake,Back Bowls,Natural,Depth Hoar,unknown,Unknown,Unknown,Northeast,Unknown,,,,,,,
12/23/2015,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,"16""",80,125,Northeast,10100,"40.691949564696, -111.197004362930",,,,,,
12/23/2015,Ogden,Cutler Ridge,Natural,Depth Hoar,4',Unknown,Unknown,North,8600,"41.363023371123, -111.947679578700",,,,,,
12/23/2015,Provo,Timpanogos,,,,,,,,"40.360345354572, -111.636199981490",,,,,,
12/23/2015,Salt Lake,Dog Lake area,Natural,,,150,500,North,9500,,,,,,,
12/23/2015,Salt Lake,Evergreen Ridge,,,3.5',700,Unknown,North,9200,,,,,,,
12/23/2015,Salt Lake,West Willow,Natural,Facets,,Unknown,Unknown,Northeast,9500,"40.646204744654, -111.597318816130",,,,,,
12/23/2015,Salt Lake,Lake Martha,Unknown,Facets,unknown,350,450,North,9900,,,,,,,
12/23/2015,Ogden,Willard Peak,Natural,,,,,Southeast,9000,"41.380020593561, -111.973547186490",,,,,,
12/23/2015,Salt Lake,10420,,,,,,,,,,,,,,
12/23/2015,Salt Lake,Lake Mary,Natural,Depth Hoar,"5""",Unknown,200,North,9500,,,,,,,
12/23/2015,Provo,Box Elder,Natural,,6',200,400,Southwest,9800,"40.485342995262, -111.704092106380",,,,,,
12/23/2015,Uintas,Duke Bowl,Natural,,,100,200,Northwest,10200,"40.678672098435, -111.145763420380",,,,,,
12/23/2015,Salt Lake,Meadows,Natural,Facets,3',100,600,Northeast,9600,,,,,,,
12/23/2015,Salt Lake,Dog Lake area,Natural,Facets,unknown,250,350,Northeast,9500,"40.586359204516, -111.587296529080",,,,,,
12/23/2015,Salt Lake,Days Fork,,,,,,North,,"40.620489174606, -111.643107482270",,,,,,
12/23/2015,Logan,Dog Leg Trees,Natural,Facets,3',400,700,North,8800,"41.678603494805, -111.728596717650",,,,,,
12/22/2015,Provo,Big Springs,Natural,Facets,,,,North,9500,"40.286801794758, -111.573371917540",,,,,,
12/22/2015,Salt Lake,Two Dogs,Unknown,,2',150,,Northeast,10200,"40.599844899833, -111.642229601740",,,,,,
12/22/2015,Uintas,Weber Canyon Avy Cycle,Skier,Facets,3.5',1/4 mile,600,Northeast,9800,,,,,,,
12/22/2015,Salt Lake,Greer Mountain,Skier,Facets,2',50,150,North,9000,"40.590710899340, -111.527259459210",,,,,,
12/22/2015,Skyline,Seeley Creek,Natural,Facets,,1/4 mile,,Northeast,10500,"39.515416069141, -111.302361533060",,,,,,
12/22/2015,Salt Lake,Two Dogs,Natural,Facets,2.5',100,400,North,10200,"40.599811280732, -111.640362762710",,,,,,
12/22/2015,Skyline,Seeley Creek,Natural,Facets,,,,,11000,"39.495350215702, -111.305279776470",,,,,,
12/22/2015,Salt Lake,Brighton Estates,Skier,Facets,3.5',40,100,East,9300,"40.592219218253, -111.537902435810",1,1,1,,,
12/22/2015,Uintas,Mill Hollow,Natural,New Snow/Old Snow Interface,"2""",350,150,,9000,"40.504531665516, -111.074953145490",,,,,,
12/21/2015,Ogden,Ogden Canyon,Natural,,,5,50,North,,"41.240662338884, -111.900041373070",,,,,,
12/21/2015,Salt Lake,Brighton,Snowboarder,Density Change,2',30,20,North,10200,"40.584960501523, -111.577052202900",1,,,,,
12/21/2015,Skyline,Staker,Natural,Facets,,,,Northeast,10200,"39.535126533607, -111.278929755080",,,,,,
12/21/2015,Salt Lake,Monitors,Natural,New Snow/Old Snow Interface,"12""",60,800,Northeast,9800,,,,,,,
12/21/2015,Salt Lake,Silver Fork Headwall,Natural,New Snow/Old Snow Interface,"12""",35,200,North,10000,"40.598703771509, -111.627724236950",,,,,,
12/20/2015,Logan,Syncline Gully (Spencers Line),Skier,Facets,5',175,Unknown,North,8300,"41.727460348913, -111.739385582490",,,,,,
12/19/2015,Skyline,Jolleys Hole,Snowmobiler,Facets,4',300,250,East,10200,"39.280064476035, -111.485052160650",,,,,,
12/19/2015,Logan,Beginner Ridge exit,Snowboarder,Facets,"18""",150,250,North,8400,"41.888460994032, -111.640444095940",1,1,1,,1,
12/17/2015,Skyline,Skyline Summit,Natural,Facets,,,,Northeast,9900,"39.604332585241, -111.308155111710",,,,,,
12/17/2015,Salt Lake,South Monitor Bowl,Skier,Facets,4',1000,800,Northeast,9900,"40.631635805272, -111.572736910390",,,,,,
12/17/2015,Skyline,Wedding Ring Ridge,Natural,Facets,,,,Northeast,9900,"39.608833386653, -111.291675626720",,,,,,
12/17/2015,Salt Lake,Scotts Bowl,Snowboarder,Facets,3.5',200,1000,Northeast,9500,,,,,,,
12/17/2015,Salt Lake,No Name Bowl,Skier,Facets,2',125,700,Northeast,9300,"40.634305471173, -111.562626069440",,,,,,
12/17/2015,Salt Lake,Mill A,Natural,Facets,unknown,Unknown,Unknown,Northeast,9600,"40.665632608111, -111.681218199170",,,,,,
12/17/2015,Salt Lake,Cardiac Ridge,Natural,Facets,"3""",200,1500,Northeast,10800,,,,,,,
12/17/2015,Salt Lake,Gods Lawnmower,Natural,Facets,unknown,Unknown,Unknown,,10000,,,,,,,
12/17/2015,Skyline,Big Horseshoe,Natural,Facets,,,,Northeast,,"39.373321940310, -111.420679129920",,,,,,
12/17/2015,Uintas,Upper Weber Canyon,Natural,Ground Interface,3',300,500,Northeast,10500,,,,,,,
12/17/2015,Uintas,Upper Weber Canyon,Snowmobiler,Ground Interface,4',175,700,East,10200,,,,,,,
12/17/2015,Provo,Provo Avalanche Cycle,Natural,Facets,2.5',1/4 mile,Unknown,East,10400,"40.365708114232, -111.615943967750",,,,,,
12/17/2015,Salt Lake,Dutch Draw,Natural,Depth Hoar,2.5',200,700,Northeast,9800,,,,,,,
12/17/2015,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,"18""",60,100,Northeast,9900,"40.692325465951, -111.196661061740",,,,,,
12/17/2015,Skyline,Lake Canyon,Natural,Facets,3.5',400,,Northeast,10200,"39.569572773844, -111.303691894350",,,,,,
12/17/2015,Salt Lake,Radar Love Bowl,Skier,Facets,3',100,700,Northeast,9700,"40.627013746636, -111.567054985090",,,,,,
12/16/2015,Uintas,Hoyt Peak,Skier,Facets,"16""",30,100,Northeast,10200,"40.691984755747, -111.197181453430",,,,,,
12/15/2015,Moab,Moab,Natural,New Snow/Old Snow Interface,2',100,450,East,11200,"38.448971098220, -109.261486426430",,,,,,
12/14/2015,Salt Lake,Bonanza Flats,Unknown,Facets,"12""",50,20,Northeast,,,,,,,,
12-12-15,Moab,Moab,Skier,Facets,"12""",50,200,Northwest,10000,"38.447916582774, -109.251270369180",,,,,,
12-12-15,Salt Lake,South Monitor Bowl,Skier,Facets,"8""",60,800,East,9800,,,,,,,
12-06-15,Salt Lake,Montreal Hill,Snowshoer,Density Change,"10""",50,10,Northwest,9500,"40.611313680291, -111.661927787850",,,,,,
12-06-15,Salt Lake,Upper Days,Skier,New Snow/Old Snow Interface,"8""",20,250,Northeast,10000,"40.601685516851, -111.645405373160",,,,,,
11/30/2015,Skyline,Big Drift/Skyline Summit,,Facets,"1""",15,20,Northeast,9700,"39.616181980938, -111.306953474900",,,,,,
11/26/2015,Southwest,Brianhead Backcountry,Snowboarder,,5',,150,Northeast,10200,,,,,,,
11/25/2015,Uintas,Double Hill,Natural,Ground Interface,2',100,500,Northeast,10400,"40.816673943131, -110.920071646600",,,,,,
11/20/2015,Logan,White Pine Knob,Natural,Facets,"12""",50,200,North,8800,,,,,,,
11/20/2015,Logan,Beginner Ridge exit,Skier,Facets,"12""",200,300,North,8500,,,,,,,
11/20/2015,Logan,Tony Grove Lake,Natural,Facets,"11""",200,175,Northeast,8200,,,,,,,
11/20/2015,Logan,Cornice Ridge,Natural,Facets,unknown,Unknown,500,East,9500,,,,,,,
11/16/2015,Salt Lake,Park City Ridgeline,Skier,Facets,"8""",150,20,Northwest,9400,"40.612176684013, -111.528267847630",,,,,,
11-11-15,Salt Lake,Gunsight,Skier,Facets,"8""",20,800,Northeast,10200,"40.579638925950, -111.631758200260",,,,,,
11-11-15,Salt Lake,Mt Baldy,Skier,New Snow,"15""",60,150,Northeast,10500,"40.569860426998, -111.638967978100",1,1,1,,,
11-11-15,Salt Lake,Rocky Point,Skier,Facets,"6""",15,200,Northeast,10400,"40.578013661241, -111.597627225150",,,,,,
11-11-15,Salt Lake,Park City Ski Resort,Unknown,Facets,"7""",30,,Northeast,7800,,,,,,,
05/17/2015,Salt Lake,Alta Ski Area,Skier,,,30,100,North,,,,,,,,
05/17/2015,Salt Lake,Pioneer Ridge,Snowboarder,New Snow,"6""",15,70,North,10100,,,,,,,
05/17/2015,Salt Lake,Alta Ski Area,,,,,,,,,1,1,,,,
05-10-15,Salt Lake,Alta Ski Area,Skier,,unknown,Unknown,Unknown,Northeast,Unknown,"40.571904332395, -111.638753401370",1,1,1,,1,
05-04-15,Salt Lake,Wolverine Cirque,Natural,,unknown,100,200,Northeast,10300,,,,,,,
05-03-15,Salt Lake,Red Pine Gulch,Skier,Wet grains,"6""",30,300,,10500,"40.535165894044, -111.695353376010",,,,,,
05-02-15,Salt Lake,Little Cottonwood Canyon,Natural,Wet grains,2',50,300,Northeast,10600,"40.556310879305, -111.655554758650",,,,,,
05-01-15,Salt Lake,Jaws,Natural,Ground Interface,3.5',100,700,Northwest,10200,,,,,,,
04/27/2015,Salt Lake,Kessler Peak,Natural,Wet grains,unknown,Unknown,Unknown,North,9600,"40.629062660076, -111.670875536550",,,,,,
04/26/2015,Salt Lake,Pioneer Peak,Skier,Density Change,"4""",35,400,Northwest,10000,"40.582168756959, -111.585109221080",,,,,,
04/15/2015,Salt Lake,Honeycomb,Skier,New Snow,"12""",25,400,Northeast,10100,"40.598451855811, -111.610622393230",,,,,,
04/15/2015,Salt Lake,Patsy Marly,Skier,New Snow,"16""",70,100,North,9700,,1,1,,,,
04/15/2015,Salt Lake,MacDonalds Draw,Skier,,,50,250,North,9700,"40.645378974221, -111.578648810010",,,,,,
04-02-15,Salt Lake,Mill B South,Natural,,,,,North,,"40.606915311186, -111.696753489120",,,,,,
03/29/2015,Salt Lake,Stairs Gulch,Natural,,3',100,,North,,,,,,,,
03/25/2015,Salt Lake,Cardiac Bowl,Skier,New Snow/Old Snow Interface,"12""",50,300,East,11000,"40.592634514962, -111.665312635070",1,1,,,,
03/25/2015,Uintas,Moffit Peak,Natural,New Snow/Old Snow Interface,2',100,300,Northeast,10700,"40.809114494052, -110.942470716570",,,,,,
03/24/2015,Salt Lake,Tuscarora,Skier,New Snow/Old Snow Interface,"7""",50,125,North,10500,"40.586276214429, -111.602414337450",,,,,,
03/24/2015,Salt Lake,Wolverine Cirque,Skier,New Snow/Old Snow Interface,"8""",40,500,Northeast,10500,"40.587862882066, -111.607226716610",,,,,,
03/20/2015,Logan,Steep Hollow,Unknown,Wet grains,unknown,100,450,East,9300,"41.972634992917, -111.656810032460",,,,,,
03/17/2015,Salt Lake,Black Pearl,Natural,,unknown,Unknown,Unknown,North,8000,"40.562851258580, -111.755247103310",,,,,,
03/16/2015,Salt Lake,Cone Head,Skier,Facets,2',40,400,Northeast,9500,"40.653677876153, -111.591614186950",1,1,,,,
03/15/2015,Salt Lake,Park City Ridgeline,Skier,Wet grains,,,700,,9000,,,,,,,
03/14/2015,Ogden,Hells Canyon,Unknown,,,,,Northeast,Unknown,"41.213941022209, -111.875227676980",,,,,,
03-12-15,Skyline,Wedding Ring Ridge,Snowmobiler,Facets,2',200,100,Northeast,9700,"39.611282402171, -111.293177591910",,,,,,
03-11-15,Skyline,Lake Canyon,Snowmobiler,Facets,2.5',150,450,Northeast,10200,"39.573190093272, -111.307586418730",,,,,,
03-11-15,Skyline,South Fork Lake Canyon,Snowmobiler,Facets,2.5',200,300,East,10100,"39.557619413640, -111.306416975600",,,,,,
03-09-15,Uintas,Chalk Creek,Skier,Facets,2',15,100,Northwest,10600,"40.845394948764, -111.021459089840",1,1,,,,
03-09-15,Logan,"Cherry Peak, West Face",Natural,New Snow/Old Snow Interface,unknown,Unknown,1000,West,9700,"41.922703318981, -111.701205956080",,,,,,
03-08-15,Logan,Tony Grove-Blind Hollow Saddle,Skier,Facets,"12""",70,200,North,8700,"41.886680820449, -111.649825560190",1,1,,,,
03-08-15,Skyline,Seeley Creek,Snowmobiler,Facets,2',90,300,Northeast,10400,"39.512178204071, -111.299918161270",,,,,,
03-08-15,Salt Lake,Session Mountains,Skier,Facets,"12""",30,100,Northeast,8000,"40.864026937987, -111.731085764510",1,1,,,,
